branch_coverage,class,project
0.8461538461538461,org.apache.commons.math3.primes.Primes,math
0.7678571428571429,org.apache.commons.math3.stat.Frequency,math
0.5,org.apache.commons.math3.optimization.Weight,math
0.8673469387755102,org.apache.commons.math3.util.CombinatoricsUtils,math
0.8015267175572519,org.apache.commons.math3.util.Precision,math
1.0,org.apache.commons.math3.optimization.PointValuePair,math
0.2222222222222222,org.apache.commons.math3.optimization.direct.SimplexOptimizer,math
1.0,org.apache.commons.math3.optim.univariate.SearchInterval,math
0.7857142857142857,org.apache.commons.math3.transform.TransformUtils,math
1.0,org.apache.commons.math3.util.IterationManager,math
0.9642857142857144,org.apache.commons.math3.special.Erf,math
0.9333333333333332,org.apache.commons.math3.stat.correlation.PearsonsCorrelation,math
0.55,org.apache.commons.math3.util.Pair,math
1.0,org.apache.commons.math3.ode.nonstiff.AdamsNordsieckTransformer,math
1.0,org.apache.commons.math3.random.UnitSphereRandomVectorGenerator,math
0.9583333333333334,org.apache.commons.math3.util.MultidimensionalCounter,math
1.0,org.apache.commons.math3.random.HaltonSequenceGenerator,math
1.0,org.apache.commons.math3.util.Decimal64,math
0.75,org.apache.commons.math3.stat.descriptive.moment.Kurtosis,math
0.9,org.apache.commons.math3.stat.interval.IntervalUtils,math
0.8333333333333334,org.apache.commons.math3.random.SobolSequenceGenerator,math
0.06944444444444445,org.apache.commons.math3.optimization.direct.CMAESOptimizer,math
1.0,org.apache.commons.math3.stat.correlation.KendallsCorrelation,math
0.9166666666666666,org.apache.commons.math3.stat.inference.WilcoxonSignedRankTest,math
0.8333333333333334,org.apache.commons.math3.stat.interval.ConfidenceInterval,math
1.0,org.apache.commons.math3.optim.MaxEval,math
0.6,org.apache.commons.math3.optimization.SimpleValueChecker,math
1.0,org.apache.commons.math3.random.RandomAdaptor,math
0.13157894736842105,org.apache.commons.math3.ode.sampling.NordsieckStepInterpolator,math
0.5,org.apache.commons.math3.optimization.SimpleVectorValueChecker,math
0.375,org.apache.commons.math3.stat.descriptive.AggregateSummaryStatistics,math
0.9777777777777776,org.apache.commons.math3.special.Gamma,math
0.9,org.apache.commons.math3.stat.inference.MannWhitneyUTest,math
1.0,org.apache.commons.math3.optimization.PointVectorValuePair,math
0.5,org.apache.commons.math3.optim.linear.SolutionCallback,math
0.75,org.apache.commons.math3.stat.descriptive.StatisticalSummaryValues,math
1.0,org.apache.commons.math3.optim.linear.LinearConstraintSet,math
0.029411764705882356,org.apache.commons.math3.ode.sampling.StepNormalizer,math
0.25,org.apache.commons.math3.optimization.direct.NelderMeadSimplex,math
0.1875,org.apache.commons.math3.optimization.direct.PowellOptimizer,math
0.8709677419354839,org.apache.commons.math3.stat.regression.SimpleRegression,math
0.8333333333333334,org.apache.commons.math3.util.Combinations,math
1.0,org.apache.commons.math3.util.Incrementor,math
0.05882352941176471,org.apache.commons.math3.ode.events.EventState,math
0.054054054054054064,org.apache.commons.math3.optimization.univariate.BrentOptimizer,math
0.07894736842105263,org.apache.commons.math3.util.KthSelector,math
1.0,org.apache.commons.math3.random.RandomGeneratorFactory,math
0.04166666666666666,org.apache.commons.math3.random.StableRandomGenerator,math
0.95,org.apache.commons.math3.optimization.direct.MultivariateFunctionPenaltyAdapter,math
0.8382352941176471,org.apache.commons.math3.util.OpenIntToDoubleHashMap,math
1.0,org.apache.commons.math3.stat.clustering.EuclideanDoublePoint,math
0.9772727272727272,org.apache.commons.math3.special.BesselJ,math
0.10869565217391304,org.apache.commons.math3.optimization.univariate.BracketFinder,math
0.84375,org.apache.commons.math3.stat.inference.ChiSquareTest,math
1.0,org.apache.commons.math3.ode.EquationsMapper,math
0.8066666666666666,org.apache.commons.math3.util.ArithmeticUtils,math
0.375,org.apache.commons.math3.optimization.direct.MultiDirectionalSimplex,math
0.8793103448275862,org.apache.commons.math3.stat.regression.RegressionResults,math
0.6,org.apache.commons.math3.optimization.univariate.SimpleUnivariateValueChecker,math
0.5,org.apache.commons.math3.stat.regression.GLSMultipleLinearRegression,math
0.2264957264957265,org.apache.commons.math3.ode.nonstiff.GraggBulirschStoerIntegrator,math
1.0,org.apache.commons.math3.stat.regression.OLSMultipleLinearRegression,math
0.049679487179487176,org.apache.commons.math3.optimization.direct.BOBYQAOptimizer,math
0.875,org.apache.commons.math3.stat.correlation.Covariance,math
1.0,org.apache.commons.math3.optim.MaxIter,math
0.8461538461538461,org.apache.commons.math3.primes.Primes,math
0.7678571428571429,org.apache.commons.math3.stat.Frequency,math
0.5,org.apache.commons.math3.optimization.Weight,math
0.8673469387755102,org.apache.commons.math3.util.CombinatoricsUtils,math
0.8015267175572519,org.apache.commons.math3.util.Precision,math
1.0,org.apache.commons.math3.optimization.PointValuePair,math
0.2222222222222222,org.apache.commons.math3.optimization.direct.SimplexOptimizer,math
1.0,org.apache.commons.math3.optim.univariate.SearchInterval,math
0.7857142857142857,org.apache.commons.math3.transform.TransformUtils,math
1.0,org.apache.commons.math3.util.IterationManager,math
0.9642857142857144,org.apache.commons.math3.special.Erf,math
0.55,org.apache.commons.math3.util.Pair,math
1.0,org.apache.commons.math3.ode.nonstiff.AdamsNordsieckTransformer,math
1.0,org.apache.commons.math3.random.UnitSphereRandomVectorGenerator,math
0.9583333333333334,org.apache.commons.math3.util.MultidimensionalCounter,math
0.75,org.apache.commons.math3.stat.descriptive.summary.SumOfSquares,math
1.0,org.apache.commons.math3.random.HaltonSequenceGenerator,math
1.0,org.apache.commons.math3.util.Decimal64,math
0.75,org.apache.commons.math3.stat.descriptive.moment.Kurtosis,math
0.9,org.apache.commons.math3.stat.interval.IntervalUtils,math
0.8333333333333334,org.apache.commons.math3.random.SobolSequenceGenerator,math
0.06944444444444445,org.apache.commons.math3.optimization.direct.CMAESOptimizer,math
1.0,org.apache.commons.math3.stat.correlation.KendallsCorrelation,math
0.9166666666666666,org.apache.commons.math3.stat.inference.WilcoxonSignedRankTest,math
0.8333333333333334,org.apache.commons.math3.stat.interval.ConfidenceInterval,math
1.0,org.apache.commons.math3.optim.MaxEval,math
0.6,org.apache.commons.math3.optimization.SimpleValueChecker,math
1.0,org.apache.commons.math3.random.RandomAdaptor,math
0.13157894736842105,org.apache.commons.math3.ode.sampling.NordsieckStepInterpolator,math
0.5,org.apache.commons.math3.optimization.SimpleVectorValueChecker,math
0.375,org.apache.commons.math3.stat.descriptive.AggregateSummaryStatistics,math
0.9,org.apache.commons.math3.stat.inference.MannWhitneyUTest,math
1.0,org.apache.commons.math3.optimization.PointVectorValuePair,math
0.5,org.apache.commons.math3.optim.linear.SolutionCallback,math
0.75,org.apache.commons.math3.stat.descriptive.StatisticalSummaryValues,math
1.0,org.apache.commons.math3.optim.linear.LinearConstraintSet,math
0.029411764705882356,org.apache.commons.math3.ode.sampling.StepNormalizer,math
0.25,org.apache.commons.math3.optimization.direct.NelderMeadSimplex,math
0.1875,org.apache.commons.math3.optimization.direct.PowellOptimizer,math
0.8709677419354839,org.apache.commons.math3.stat.regression.SimpleRegression,math
0.8333333333333334,org.apache.commons.math3.util.Combinations,math
1.0,org.apache.commons.math3.util.Incrementor,math
0.05882352941176471,org.apache.commons.math3.ode.events.EventState,math
0.054054054054054064,org.apache.commons.math3.optimization.univariate.BrentOptimizer,math
0.07894736842105263,org.apache.commons.math3.util.KthSelector,math
1.0,org.apache.commons.math3.random.RandomGeneratorFactory,math
0.04166666666666666,org.apache.commons.math3.random.StableRandomGenerator,math
0.95,org.apache.commons.math3.optimization.direct.MultivariateFunctionPenaltyAdapter,math
0.8382352941176471,org.apache.commons.math3.util.OpenIntToDoubleHashMap,math
0.9772727272727272,org.apache.commons.math3.special.BesselJ,math
0.10869565217391304,org.apache.commons.math3.optimization.univariate.BracketFinder,math
1.0,org.apache.commons.math3.stat.clustering.EuclideanIntegerPoint,math
0.84375,org.apache.commons.math3.stat.inference.ChiSquareTest,math
1.0,org.apache.commons.math3.ode.EquationsMapper,math
0.8066666666666666,org.apache.commons.math3.util.ArithmeticUtils,math
0.375,org.apache.commons.math3.optimization.direct.MultiDirectionalSimplex,math
0.8793103448275862,org.apache.commons.math3.stat.regression.RegressionResults,math
0.6,org.apache.commons.math3.optimization.univariate.SimpleUnivariateValueChecker,math
0.5,org.apache.commons.math3.stat.regression.GLSMultipleLinearRegression,math
0.2264957264957265,org.apache.commons.math3.ode.nonstiff.GraggBulirschStoerIntegrator,math
1.0,org.apache.commons.math3.stat.regression.OLSMultipleLinearRegression,math
0.049679487179487176,org.apache.commons.math3.optimization.direct.BOBYQAOptimizer,math
0.875,org.apache.commons.math3.stat.correlation.Covariance,math
1.0,org.apache.commons.math3.optim.MaxIter,math
0.2307692307692308,org.joda.time.format.PeriodFormat,time
0.5,org.joda.time.format.ISOPeriodFormat,time
0.8,org.joda.time.chrono.BuddhistChronology,time
0.78,org.joda.time.DateMidnight,time
0.8717948717948718,org.joda.time.Days,time
0.8285714285714286,org.joda.time.Seconds,time
0.78125,org.joda.time.chrono.GregorianChronology,time
0.20512820512820512,org.joda.time.format.DateTimeFormatter,time
0.5,org.joda.time.tz.UTCProvider,time
0.875,org.joda.time.Hours,time
0.71875,org.joda.time.Period,time
0.5333333333333333,org.joda.time.chrono.CopticChronology,time
0.5416666666666666,org.joda.time.YearMonthDay,time
0.125,org.joda.time.field.OffsetDateTimeField,time
0.25,org.joda.time.field.UnsupportedDateTimeField,time
0.8571428571428571,org.joda.time.Weeks,time
0.6875,org.joda.time.chrono.JulianChronology,time
0.16666666666666666,org.joda.time.field.StrictDateTimeField,time
0.425,org.joda.time.tz.ZoneInfoProvider,time
0.4313725490196079,org.joda.time.format.FormatUtils,time
0.25,org.joda.time.IllegalInstantException,time
0.2727272727272727,org.joda.time.format.PeriodFormatter,time
0.4142857142857143,org.joda.time.format.DateTimeParserBucket,time
0.0625,org.joda.time.chrono.LenientChronology,time
0.0625,org.joda.time.chrono.StrictChronology,time
0.8543689320388349,org.joda.time.format.PeriodFormatterBuilder,time
0.8571428571428571,org.joda.time.Minutes,time
0.08333333333333333,org.joda.time.tz.DefaultNameProvider,time
0.625,org.joda.time.MutablePeriod,time
0.7350427350427351,org.joda.time.format.DateTimeFormatterBuilder,time
0.02083333333333333,org.joda.time.format.ISODateTimeFormat,time
0.75,org.joda.time.IllegalFieldValueException,time
0.02,org.joda.time.chrono.ZonedChronology,time
0.5161290322580645,org.joda.time.YearMonth,time
0.16666666666666666,org.joda.time.field.LenientDateTimeField,time
0.4848484848484849,org.joda.time.chrono.IslamicChronology,time
0.6048387096774194,org.joda.time.LocalDate,time
0.8863636363636364,org.joda.time.Months,time
0.5714285714285714,org.joda.time.chrono.EthiopicChronology,time
0.17692307692307693,org.joda.time.format.DateTimeFormat,time
0.775,org.joda.time.field.FieldUtils,time
0.9411764705882352,org.joda.time.Duration,time
0.8557692307692307,org.joda.time.PeriodType,time
0.015625,org.joda.time.chrono.LimitChronology,time
0.16666666666666666,org.joda.time.field.DelegatedDateTimeField,time
0.2241379310344828,org.joda.time.Partial,time
0.2625,org.joda.time.tz.DateTimeZoneBuilder,time
0.6724137931034483,org.joda.time.chrono.GJChronology,time
0.8888888888888888,org.joda.time.chrono.ISOChronology,time
0.5161290322580645,org.joda.time.MonthDay,time
0.8,org.joda.time.Years,time
0.2307692307692308,org.joda.time.format.PeriodFormat,time
0.5,org.joda.time.format.ISOPeriodFormat,time
0.8,org.joda.time.chrono.BuddhistChronology,time
0.76,org.joda.time.DateMidnight,time
0.8717948717948718,org.joda.time.Days,time
0.8285714285714286,org.joda.time.Seconds,time
0.78125,org.joda.time.chrono.GregorianChronology,time
0.20512820512820512,org.joda.time.format.DateTimeFormatter,time
0.5,org.joda.time.tz.UTCProvider,time
0.875,org.joda.time.Hours,time
0.71875,org.joda.time.Period,time
0.5333333333333333,org.joda.time.chrono.CopticChronology,time
0.5416666666666666,org.joda.time.YearMonthDay,time
0.125,org.joda.time.field.OffsetDateTimeField,time
0.25,org.joda.time.field.UnsupportedDateTimeField,time
0.8571428571428571,org.joda.time.Weeks,time
0.6875,org.joda.time.chrono.JulianChronology,time
0.16666666666666666,org.joda.time.field.StrictDateTimeField,time
0.425,org.joda.time.tz.ZoneInfoProvider,time
0.4313725490196079,org.joda.time.format.FormatUtils,time
0.25,org.joda.time.IllegalInstantException,time
0.2727272727272727,org.joda.time.format.PeriodFormatter,time
0.4142857142857143,org.joda.time.format.DateTimeParserBucket,time
0.0625,org.joda.time.chrono.LenientChronology,time
0.0625,org.joda.time.chrono.StrictChronology,time
0.8543689320388349,org.joda.time.format.PeriodFormatterBuilder,time
0.8571428571428571,org.joda.time.Minutes,time
0.08333333333333333,org.joda.time.tz.DefaultNameProvider,time
0.625,org.joda.time.MutablePeriod,time
0.7350427350427351,org.joda.time.format.DateTimeFormatterBuilder,time
0.02083333333333333,org.joda.time.format.ISODateTimeFormat,time
0.75,org.joda.time.IllegalFieldValueException,time
0.02,org.joda.time.chrono.ZonedChronology,time
0.5161290322580645,org.joda.time.YearMonth,time
0.16666666666666666,org.joda.time.field.LenientDateTimeField,time
0.4848484848484849,org.joda.time.chrono.IslamicChronology,time
0.5887096774193549,org.joda.time.LocalDate,time
0.8863636363636364,org.joda.time.Months,time
0.5714285714285714,org.joda.time.chrono.EthiopicChronology,time
0.17692307692307693,org.joda.time.format.DateTimeFormat,time
0.775,org.joda.time.field.FieldUtils,time
0.9411764705882352,org.joda.time.Duration,time
0.8557692307692307,org.joda.time.PeriodType,time
0.015625,org.joda.time.chrono.LimitChronology,time
0.16666666666666666,org.joda.time.field.DelegatedDateTimeField,time
0.2625,org.joda.time.tz.DateTimeZoneBuilder,time
0.6724137931034483,org.joda.time.chrono.GJChronology,time
0.8888888888888888,org.joda.time.chrono.ISOChronology,time
0.5161290322580645,org.joda.time.MonthDay,time
0.8,org.joda.time.Years,time
0.3,org.apache.ivy.ant.IvyFindRevision,ivy
0.25,org.apache.ivy.core.report.DownloadReport,ivy
0.045454545454545456,org.apache.ivy.plugins.resolver.CacheResolver,ivy
0.8225806451612904,org.apache.ivy.osgi.util.Version,ivy
0.5,org.apache.ivy.plugins.namespace.MRIDTransformationRule,ivy
0.03658536585365853,org.apache.ivy.ant.IvyBuildNumber,ivy
0.5,org.apache.ivy.plugins.parser.m2.PomWriterOptions,ivy
0.015151515151515154,org.apache.ivy.osgi.updatesite.UpdateSiteLoader,ivy
0.03260869565217391,org.apache.ivy.core.settings.XmlSettingsParser,ivy
0.5,org.apache.ivy.util.HostUtil,ivy
0.14285714285714285,org.apache.ivy.core.module.id.ModuleRules,ivy
0.5833333333333334,org.apache.ivy.osgi.util.ParseUtil,ivy
0.5384615384615384,org.apache.ivy.osgi.util.DelegatingHandler,ivy
0.0673076923076923,org.apache.ivy.ant.IvyBuildList,ivy
0.2307692307692308,org.apache.ivy.util.ChecksumHelper,ivy
1.0,org.apache.ivy.plugins.repository.ssh.SshResource,ivy
0.03125,org.apache.ivy.core.module.id.MatcherLookup,ivy
0.22340425531914893,org.apache.ivy.core.report.ResolveReport,ivy
0.14285714285714285,org.apache.ivy.plugins.repository.ResourceHelper,ivy
0.375,org.apache.ivy.plugins.repository.url.URLResource,ivy
0.05882352941176471,org.apache.ivy.plugins.version.VersionRangeMatcher,ivy
0.13793103448275862,org.apache.ivy.ant.IvyAntSettings,ivy
0.875,org.apache.ivy.core.resolve.ResolveOptions,ivy
0.3055555555555556,org.apache.ivy.core.report.ConfigurationResolveReport,ivy
0.06666666666666668,org.apache.ivy.core.resolve.IvyNodeUsage,ivy
0.16666666666666666,org.apache.ivy.osgi.repo.RelativeURLRepository,ivy
0.1,org.apache.ivy.core.sort.ModuleDescriptorSorter,ivy
0.125,org.apache.ivy.core.module.descriptor.MDArtifact,ivy
0.5,org.apache.ivy.core.cache.CacheUtil,ivy
0.1111111111111111,org.apache.ivy.ant.AntBuildTrigger,ivy
0.1875,org.apache.ivy.plugins.version.PatternVersionMatcher,ivy
0.5,org.apache.ivy.osgi.obr.xml.CapabilityProperty,ivy
0.42857142857142855,org.apache.ivy.osgi.core.BundleRequirement,ivy
0.875,org.apache.ivy.Ivy14,ivy
0.02083333333333333,org.apache.ivy.plugins.report.LogReportOutputter,ivy
0.05,org.apache.ivy.plugins.conflict.RegexpConflictManager,ivy
0.3333333333333333,org.apache.ivy.core.module.descriptor.ConfigurationGroup,ivy
0.5,org.apache.ivy.core.report.ArtifactDownloadReport,ivy
0.8571428571428571,org.apache.ivy.plugins.resolver.BintrayResolver,ivy
0.9090909090909092,org.apache.ivy.osgi.core.ExecutionEnvironmentProfileProvider,ivy
0.25,org.apache.ivy.plugins.resolver.VfsResolver,ivy
0.5,org.apache.ivy.core.retrieve.RetrieveOptions,ivy
0.6666666666666666,org.apache.ivy.util.Message,ivy
0.1796875,org.apache.ivy.plugins.resolver.IBiblioResolver,ivy
0.5555555555555556,org.apache.ivy.core.module.descriptor.DefaultExtendsDescriptor,ivy
0.3333333333333333,org.apache.ivy.plugins.resolver.IvyRepResolver,ivy
0.2222222222222222,org.apache.ivy.core.pack.ZipPacking,ivy
0.08275862068965517,org.apache.ivy.core.cache.DefaultRepositoryCacheManager,ivy
0.4444444444444444,org.apache.ivy.osgi.obr.OBRResolver,ivy
0.7142857142857143,org.apache.ivy.core.module.id.ModuleId,ivy
0.05882352941176471,org.apache.ivy.ant.BuildOBRTask,ivy
0.09375,org.apache.ivy.plugins.conflict.LatestConflictManager,ivy
0.2,org.apache.ivy.osgi.core.OSGiManifestParser,ivy
0.0625,org.apache.ivy.ant.IvyMakePom,ivy
0.5,org.apache.ivy.plugins.namespace.NamespaceRule,ivy
1.0,org.apache.ivy.util.DefaultMessageLogger,ivy
0.625,org.apache.ivy.osgi.core.ManifestHeaderValue,ivy
0.25,org.apache.ivy.core.pack.Pack200Packing,ivy
0.4117647058823529,org.apache.ivy.core.module.descriptor.Configuration,ivy
0.011627906976744186,org.apache.ivy.plugins.parser.m2.PomModuleDescriptorParser,ivy
0.5,org.apache.ivy.plugins.repository.RepositoryCopyProgressListener,ivy
0.07142857142857142,org.apache.ivy.core.resolve.IvyNodeCallers,ivy
0.53125,org.apache.ivy.plugins.resolver.DualResolver,ivy
0.5714285714285714,org.apache.ivy.osgi.core.ExportPackage,ivy
0.03571428571428571,org.apache.ivy.util.CredentialsUtil,ivy
0.5,org.apache.ivy.plugins.repository.sftp.SFTPResource,ivy
0.3333333333333333,org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorParser,ivy
0.8333333333333334,org.apache.ivy.util.Credentials,ivy
1.0,org.apache.ivy.osgi.repo.AggregatedOSGiResolver,ivy
0.14285714285714285,org.apache.ivy.plugins.repository.url.URLRepository,ivy
0.3636363636363637,org.apache.ivy.plugins.repository.file.FileRepository,ivy
0.7878787878787878,org.apache.ivy.core.module.id.ModuleRevisionId,ivy
0.5,org.apache.ivy.plugins.matcher.NoMatcher,ivy
0.38461538461538464,org.apache.ivy.plugins.resolver.FileSystemResolver,ivy
0.75,org.apache.ivy.osgi.repo.AggregatedRepoDescriptor,ivy
0.25,org.apache.ivy.ant.IvyConvertPom,ivy
0.4090909090909091,org.apache.ivy.util.ConfigurationUtils,ivy
0.5,org.apache.ivy.plugins.matcher.AnyMatcher,ivy
0.1,org.apache.ivy.plugins.resolver.JarResolver,ivy
0.3333333333333333,org.apache.ivy.core.module.descriptor.ConfigurationIntersection,ivy
0.10714285714285714,org.apache.ivy.plugins.repository.vsftp.VsftpRepository,ivy
0.05555555555555555,org.apache.ivy.ant.IvyPublish,ivy
1.0,org.apache.ivy.core.report.DownloadStatus,ivy
0.9642857142857144,org.apache.ivy.osgi.core.ManifestHeaderElement,ivy
0.07692307692307693,org.apache.ivy.ant.IvyCacheFileset,ivy
0.25,org.apache.ivy.ant.IvyConfigure,ivy
0.0625,org.apache.ivy.osgi.p2.P2Descriptor,ivy
0.5,org.apache.ivy.plugins.conflict.FixedConflictManager,ivy
0.13333333333333333,org.apache.ivy.plugins.resolver.RepositoryResolver,ivy
0.6958762886597938,org.apache.ivy.core.settings.IvySettings,ivy
0.05555555555555555,org.apache.ivy.core.repository.RepositoryManagementEngine,ivy
1.0,org.apache.ivy.osgi.obr.xml.Capability,ivy
0.5,org.apache.ivy.util.StringUtils,ivy
1.0,org.apache.ivy.util.HexEncoder,ivy
0.0625,org.apache.ivy.ant.IvyRepositoryReport,ivy
0.32926829268292684,org.apache.ivy.plugins.resolver.ChainResolver,ivy
0.25,org.apache.ivy.core.module.descriptor.DefaultArtifact,ivy
0.0625,org.apache.ivy.osgi.obr.xml.OBRXMLWriter,ivy
0.09375,org.apache.ivy.core.cache.ArtifactOrigin,ivy
0.75,org.apache.ivy.core.settings.IvyVariableContainerImpl,ivy
0.65,org.apache.ivy.osgi.updatesite.UpdateSiteResolver,ivy
0.5555555555555556,org.apache.ivy.util.filter.FilterHelper,ivy
0.16666666666666666,org.apache.ivy.ant.ConvertManifestTask,ivy
0.5106382978723404,org.apache.ivy.util.Configurator,ivy
1.0,org.apache.ivy.plugins.namespace.MRIDRule,ivy
0.08333333333333333,org.apache.ivy.core.sort.SortEngine,ivy
0.375,org.apache.ivy.plugins.circular.CircularDependencyHelper,ivy
0.09523809523809523,org.apache.ivy.osgi.core.ManifestParser,ivy
0.2307692307692308,org.apache.ivy.plugins.resolver.packager.PackagerResolver,ivy
0.5,org.apache.ivy.util.Checks,ivy
0.10714285714285714,org.apache.ivy.core.resolve.ResolveData,ivy
0.3333333333333333,org.apache.ivy.util.cli.CommandLine,ivy
0.006802721088435374,org.apache.ivy.core.resolve.ResolveEngine,ivy
0.5638297872340425,org.apache.ivy.osgi.core.BundleInfo,ivy
0.054054054054054064,org.apache.ivy.ant.IvyResolve,ivy
0.2222222222222222,org.apache.ivy.plugins.repository.TransferEvent,ivy
1.0,org.apache.ivy.core.pack.PackingRegistry,ivy
